STOCK_CODE,STOCK_NAME,ETF_A_SHARES,ETF_B_SHARES,COMMON_HOLDING
9262,SILVER LIFE CO LTD,171600.0,4300.0,True
9267,GENKY DRUGSTORES C,556700.0,13900.0,True
9273,KOA SHOJI HOLDINGS,566500.0,14200.0,True
9274,KPP GROUP HOLDINGS,1658000.0,41500.0,True
9278,BOOKOFF GROUP HLDG,460600.0,11500.0,True
9279,GIFT HOLDINGS INC,719100.0,18000.0,True
9301,MITSUBISHI LOGISTI,6493800.0,162600.0,True
9302,MITSUI-SOKO HLDGS,1848900.0,46300.0,True
9303,SUMITOMO WAREHOUSE,1717300.0,43000.0,True
9304,SHIBUSAWA LOGISTIC,955100.0,23900.0,True
9305,YAMATANE CORP,508600.0,12700.0,True
9308,INUI GLOBAL LOGIST,759800.0,19000.0,True
9310,JAPAN TRANSCITY CP,1488500.0,37300.0,True
9319,CHUO WAREHOUSE CO,320500.0,8000.0,True
9324,YASUDA LOGISTICS C,408400.0,10200.0,True
9332,NISSO HOLDINGS CO,533900.0,13400.0,True
9336,DAIEI KANKYO CO LT,1343500.0,33600.0,True
9341,GENOVA INC,359900.0,9000.0,True
9347,NIPPON KANZAI HOLD,646200.0,16200.0,True
9364,KAMIGUMI CO LTD,2627800.0,65800.0,True
9369,K.R.S.CORP,341000.0,8500.0,True
9381,AIT CORPORATION,375200.0,9400.0,True
9401,TBS HOLDINGS INC,2888700.0,72300.0,True
9404,NIPPON TV HLDGS IN,5269700.0,132000.0,True
9405,ASAHI BROADCASTIN,750200.0,18800.0,True
9409,TV ASAHI HOLDINGS,1459600.0,36600.0,True
9412,SKY PERFECT JSAT,4003500.0,100300.0,True
9413,TV TOKYO HLDG CORP,370900.0,9300.0,True
9416,VISION INC,1141800.0,28600.0,True
9418,U-NEXT HOLDINGS CO,2021600.0,50600.0,True
9424,JAPAN COMMUNICATIO,4862000.0,121800.0,True
9432,NTT INC,1650644300.0,41334900.0,True
9433,KDDI CORP,80844200.0,2024500.0,True
9434,SOFTBANK CORP,968909500.0,24263100.0,True
9435,HIKARI TSUSHIN INC,591600.0,14800.0,True
9438,MTI LTD,406500.0,10200.0,True
9449,GMO INTERNET GROUP,1684400.0,42200.0,True
9450,FIBERGATE INC,277100.0,6900.0,True
9468,KADOKAWA CORPORATI,3339600.0,83600.0,True
9470,GAKKEN HOLDINGS CO,1000500.0,25100.0,True
9474,ZENRIN CO LTD,899100.0,22500.0,True
9501,TOKYO ELEC POWER H,54031900.0,1353000.0,True
9502,CHUBU ELEC POWER,22087700.0,553100.0,True
9503,KANSAI ELEC POWER,32488400.0,813600.0,True
9504,CHUGOKU ELEC POWER,10413700.0,260800.0,True
9505,HOKURIKU ELEC PWR,6129000.0,153500.0,True
9506,TOHOKU ELEC POWER.,15780900.0,395200.0,True
9507,SHIKOKU ELEC POWER,5582100.0,139800.0,True
9508,KYUSHU ELEC POWER,13817500.0,346000.0,True
9509,HOKKAIDO ELECTRIC,6756100.0,169200.0,True
9511,OKINAWA ELEC POWER,1531200.0,38300.0,True
9513,ELEC POWER DEV,4347900.0,108900.0,True
9514,EF-ON INC,436500.0,10900.0,True
9517,EREX CO LTD,1226400.0,30700.0,True
9519,RENOVA INC,1637100.0,41000.0,True
9531,TOKYO GAS CO,9760500.0,244400.0,True
9532,OSAKA GAS CO,10306700.0,258100.0,True
9533,TOHO GAS CO,8209900.0,205600.0,True
9534,HOKKAIDO GAS CO,1789200.0,44800.0,True
9535,HIROSHIMA GAS CO,1271200.0,31800.0,True
9536,SAIBU GAS HOLDINGS,687700.0,17200.0,True
9543,SHIZUOKA GAS CO LT,1537100.0,38500.0,True
9551,METAWATER CO LTD,793600.0,19900.0,True
9552,QUANTS RESEARCH IN,681800.0,17100.0,True
9601,SHOCHIKU CO LTD,343700.0,8600.0,True
9602,TOHO CO LTD,15242200.0,381700.0,True
9603,H.I.S. CO LTD,1969100.0,49300.0,True
9605,TOEI CO LTD,993100.0,24900.0,True
9612,LUCKLAND CO LTD,259100.0,6500.0,True
9616,KYORITSU MAINTENAN,2454300.0,61500.0,True
9619,ICHINEN HOLDINGS,585900.0,14700.0,True
9621,CTI ENGINEERING CO,634800.0,15900.0,True
9622,SPACE CO LTD,447200.0,11200.0,True
9627,AIN HOLDINGS,714700.0,17900.0,True
9628,SAN HLDGS (JAPAN),515600.0,12900.0,True
9629,PCA CORPORATION,394500.0,9900.0,True
9632,SUBARU ENTERPRISE,208800.0,5200.0,True
9644,TANABE CONSULTING,514400.0,12900.0,True
9658,BUSINESS BRAIN SHO,644400.0,16100.0,True
9663,NAGAWA CO LTD,165000.0,4100.0,True
9672,TOKYOTOKEIBA CO,503600.0,12600.0,True
9678,KANAMOTO CO LTD,906000.0,22700.0,True
9682,DTS CORPORATION,4777600.0,119600.0,True
9684,SQUARE-ENIX HOLDIN,9887600.0,247600.0,True
9692,COMP ENG & CONSULT,709500.0,17800.0,True
9697,CAPCOM CO LTD,11947400.0,299200.0,True
9699,NISHIO HOLDINGS CO,509100.0,12700.0,True
9702,ISB CORPORATION,257500.0,6400.0,True
9706,JAPAN AIRPORT TERM,2087900.0,52300.0,True
9715,TRANSCOSMOS INC,786600.0,19700.0,True
9716,NOMURA CO LTD,2687500.0,67300.0,True
9722,FUJITA KANKO INC,1231300.0,30800.0,True
9726,KNT-CT HLDGS LTD,306300.0,7700.0,True
9729,TOKAI CORP(GIFU),445100.0,11100.0,True
9735,SECOM CO,11504700.0,288100.0,True
9739,NSW INC,267400.0,6700.0,True
9740,CENTRAL SEC PATROL,299000.0,7500.0,True
9742,INES CORPORATION,468500.0,11700.0,True
9743,TANSEISHA CO LTD,1302500.0,32600.0,True
9744,MEITEC GROUP HLDGS,2272900.0,56900.0,True
9746,TKC CORPORATION,997600.0,25000.0,True
9755,OYO CORP,545200.0,13700.0,True
9757,FUNAI SOKEN HOLDIN,2465600.0,61700.0,True
9759,NSD CO.LTD,2120500.0,53100.0,True
9766,KONAMI GROUP CORP,2573200.0,64400.0,True
9769,GAKKYUSHA CO LTD,246100.0,6200.0,True
9788,NAC CO LTD,586600.0,14700.0,True
9790,FUKUI COMPUTER HLD,324800.0,8100.0,True
9793,DAISEKI CO LTD,1183500.0,29600.0,True
9795,STEP CO LTD,224200.0,5600.0,True
9824,SENSHU ELECTRIC CO,484200.0,12100.0,True
9828,GENKI GLOBAL DININ,358400.0,9000.0,True
9830,TRUSCO NAKAYAMA,1479600.0,37100.0,True
9831,YAMADA HOLDINGS CO,19505000.0,488400.0,True
9832,AUTOBACS SEVEN CO,2207100.0,55300.0,True
9837,MORITO CO LTD,540600.0,13500.0,True
9842,ARCLANDS CORP,1886300.0,47200.0,True
9843,NITORI HOLDINGS,10261000.0,257000.0,True
9850,GOURMET KINEYA CO,513500.0,12900.0,True
9856,KU HOLDINGS CO LTD,445100.0,11100.0,True
9861,YOSHINOYA HOLDINGS,2335800.0,58500.0,True
9869,KATO SANGYO CO,784500.0,19600.0,True
9880,INNOTECH CORP(JPN),399200.0,10000.0,True
9882,YELLOW HAT LTD,1542500.0,38600.0,True
9887,MATSUYA FOODS HOLD,321100.0,8000.0,True
9889,JBCC HOLDINGS INC,1593600.0,39900.0,True
9896,JK HOLDINGS,417500.0,10500.0,True
9900,SAGAMI HOLDINGS CO,2037600.0,51000.0,True
9902,NICHIDEN CORP,353000.0,8800.0,True
9928,MIROKU JYOHO SERV,506900.0,12700.0,True
9932,SUGIMOTO & CO,511000.0,12800.0,True
9934,INABA DENKISANGYO,3312000.0,82900.0,True
9936,OHSHO FOOD SERVICE,1308400.0,32800.0,True
9946,MINISTOP CO LTD,460900.0,11500.0,True
9948,ARCS COMPANY LTD,1066200.0,26700.0,True
9956,VALOR HOLDINGS,1315400.0,32900.0,True
9960,TOTECH CORP,705500.0,17700.0,True
9962,MISUMI GROUP INC,8953100.0,224200.0,True
9974,BELC CO LTD,280800.0,7000.0,True
9979,DAISYO CORP,380100.0,9500.0,True
9983,FAST RETAILING CO,4279700.0,107200.0,True
9984,SOFTBANK GROUP CO,115227800.0,2885500.0,True
9987,SUZUKEN CO LTD,2102900.0,52700.0,True
9989,SUNDRUG CO LTD,1872400.0,46900.0,True
9990,SACS BAR HOLDINGS,535400.0,13400.0,True
9991,GECOSS CORPORATION,454500.0,11400.0,True
9997,BELLUNA CO LTD,1525800.0,38200.0,True
0,TOPIX 2612,7166.0,0.0,False
0,TOPIX FUTURES DEC.2026,0.0,511.0,False
